,Percent Hispanic,Percent non-Hispanic American Indian/Alaska Native,Percent non-Hispanic Asian,Percent non-Hispanic Black,Percent non-Hispanic Native Hawaiian/Pacific Islander,Percent non-Hispanic White,Percent non-Hispanic Other
1441,0.0264,0.0026,0.0098,0.2938,0.0001,0.6545,0.49029999999999996
1442,0.0265,0.0,0.006,0.742,0.0,0.2219,0.021500000000000075
1443,0.0044,0.0001,0.0048,0.3189,0.0,0.6717,0.4948
1444,0.0204,0.0014,0.0102,0.4373,0.0002,0.5174,0.3155
1445,0.03,0.0017,0.0258,0.3795,0.0001,0.5534,0.2579
1446,0.0161,0.0,0.0042,0.3257,0.0008,0.648,0.48819999999999997
1447,0.0369,0.0007,0.0,0.4773,0.0,0.4773,0.35109999999999997
1448,0.0126,0.0002,0.0009,0.3111,0.0,0.6701,0.48319999999999996
1449,0.0139,0.0,0.0029,0.4405,0.0,0.5215,0.3507
1450,0.0213,0.1645,0.0054,0.2095,0.0003,0.5827,0.43400000000000005
1451,0.0191,0.0531,0.0052,0.3042,0.0,0.6025,0.4164
1452,0.013999999999999999,0.0,0.0005,0.7216,0.0,0.2585,0.03590000000000004
1453,0.0169,0.0009,0.0323,0.3691,0.0006,0.5644,0.4182
1454,0.0204,0.0019,0.0001,0.4835,0.0006,0.4692,0.3245
1455,0.0309,0.0006,0.0025,0.1276,0.0,0.8181,0.6634
1456,0.0151,0.0,0.0015,0.1982,0.0,0.7756,0.6162000000000001
1457,0.0159,0.005,0.0032,0.5402,0.0,0.4338,0.25869999999999993
1458,0.0687,0.0003,0.0008,0.1548,0.0,0.7645,0.6053999999999999
1459,0.015,0.0007,0.0219,0.1003,0.0,0.8248,0.7001
1460,0.0122,0.0,0.0022,0.7202,0.0,0.2603,0.13440000000000007
1461,0.0275,0.0014,0.0116,0.2072,0.0003,0.7393,0.534
1462,0.1128,0.0043,0.0026,0.3793,0.0,0.4933,0.30099999999999993
1463,0.0011,0.0011,0.0,0.7457,0.0,0.2507,0.09109999999999996
1464,0.0025,0.0001,0.0055,0.3664,0.0,0.6159,0.4425
1465,0.0175,0.0,0.0053,0.2296,0.0023,0.7403,0.6073
1466,0.0202,0.0019,0.0,0.1818,0.0009,0.765,0.6052
1467,0.0181,0.0013,0.0008,0.7388,0.0,0.2377,0.10199999999999998
1468,0.0947,0.0016,0.013999999999999999,0.5359,0.0008,0.3491,0.23999999999999988
1469,0.0263,0.0012,0.0014,0.2987,0.0012,0.6459999999999999,0.5332
1470,0.0477,0.0001,0.0029,0.1655,0.0005,0.77,0.6483000000000001
1471,0.0317,0.0018,0.0003,0.0262,0.0,0.9319,0.776
1472,0.0096,0.0,0.013999999999999999,0.7839,0.0,0.1899,0.03849999999999998
1473,0.0438,0.0,0.0036,0.1545,0.0,0.782,0.6521
1474,0.0082,0.0,0.001,0.4632,0.0,0.5266,0.37759999999999994
1475,0.0211,0.0011,0.0071,0.4938,0.0002,0.4707,0.29469999999999996
1476,0.0162,0.001,0.0056,0.72,0.0,0.2514,0.09920000000000007
1477,0.0065,0.0,0.0013,0.4103,0.0,0.574,0.44189999999999996
1478,0.006999999999999999,0.0024,0.0035,0.2042,0.0,0.782,0.5759
1479,0.0021,0.0,0.0011,0.7092,0.0,0.2782,0.06259999999999999
1480,0.0128,0.0133,0.0003,0.4657,0.0,0.4994,0.32389999999999997
1481,0.0139,0.0004,0.0015,0.3965,0.0,0.5802,0.3676999999999999
1482,0.0459,0.0032,0.0044,0.5919,0.0,0.3467,0.23060000000000003
1483,0.0245,0.0011,0.024,0.0268,0.0022,0.8983,0.7154
1484,0.025,0.0026,0.0019,0.0137,0.0,0.9448,0.7818
1485,0.0132,0.0078,0.0048,0.0046,0.0,0.9656,0.6326
1486,0.0311,0.0023,0.0013,0.0571,0.0009,0.8666,0.7233
1487,0.0935,0.0059,0.0128,0.0023,0.0,0.8563,0.7675
1488,0.0159,0.0237,0.0003,0.003,0.0008,0.9244,0.8323
1489,0.0221,0.0059,0.0029,0.0151,0.0019,0.9414,0.7821
1490,0.0205,0.0099,0.0008,0.0025,0.0,0.9481,0.7092999999999999
1491,0.0112,0.0086,0.0036,0.0041,0.0,0.9599,0.8035000000000001
1492,0.0343,0.0028,0.0443,0.0897,0.0007,0.7888,0.5851999999999999
1493,0.0653,0.0038,0.0109,0.0511,0.0029,0.8327,0.722
1494,0.0214,0.0056,0.0076,0.0555,0.0007,0.8856,0.7652
1495,0.0163,0.006999999999999999,0.0041,0.0058,0.0,0.9448,0.7767999999999999
1496,0.0209,0.0051,0.0077,0.0432,0.0033,0.9019,0.7178
1497,0.0273,0.0057,0.0031,0.0074,0.0,0.9425,0.7675000000000001
1498,0.0233,0.0005,0.0171,0.0736,0.0004,0.8595,0.6640999999999999
1499,0.0159,0.002,0.0049,0.0141,0.0,0.9472,0.6800999999999999
1500,0.0257,0.0011,0.0,0.0007,0.0,0.9619,0.8055
1501,0.0438,0.005,0.0077,0.0398,0.0013,0.8797,0.7234
1502,0.0226,0.0027,0.0021,0.0005,0.0,0.9455,0.8551
1503,0.0053,0.0004,0.0,0.0255,0.0,0.9496,0.7548
1504,0.0295,0.003,0.0057,0.0069,0.0,0.9334,0.8019000000000001
1505,0.006,0.0027,0.0102,0.0031,0.0,0.9692,0.834
1506,0.068,0.0035,0.0216,0.0596,0.0021,0.8112,0.6582
1507,0.0214,0.003,0.0066,0.0151,0.0004,0.9372,0.7815
1508,0.0284,0.0035,0.0153,0.1166,0.0001,0.816,0.5951
1509,0.0199,0.0041,0.004,0.057,0.0019,0.8778,0.7131
1510,0.0201,0.0004,0.0021,0.0037,0.0,0.9516,0.8577
1511,0.0214,0.0094,0.0084,0.0036,0.0003,0.9371,0.7769
1512,0.0209,0.0124,0.0055,0.0003,0.0,0.9456,0.8379
1513,0.0157,0.0055,0.0018,0.006,0.0011,0.9593,0.7929
1514,0.0259,0.0079,0.0053,0.0894,0.0028,0.8381,0.7647
1515,0.0176,0.0064,0.0025,0.0041,0.0,0.9431,0.8224
1516,0.0086,0.005,0.0008,0.0023,0.0,0.98,0.8943
1517,0.0663,0.0017,0.0059,0.1022,0.0,0.8037,0.6839
1518,0.0174,0.0019,0.005,0.0072,0.0001,0.9502,0.8104
1519,0.0143,0.0048,0.0034,0.0041,0.0,0.9591,0.7234
1520,0.0162,0.0029,0.0054,0.0059,0.0006,0.9595,0.697
1521,0.0372,0.0051,0.0203,0.0324,0.0004,0.8753,0.7426
1522,0.0244,0.0056,0.0064,0.0028,0.0005,0.9407,0.7613000000000001
1523,0.023,0.0067,0.002,0.0052,0.0004,0.9514,0.7277
1524,0.0246,0.004,0.0042,0.0126,0.0001,0.9352,0.7505
1525,0.0174,0.0162,0.0027,0.0003,0.0,0.9478,0.7804
1526,0.0106,0.0099,0.0065,0.0106,0.0005,0.9583,0.6929000000000001
1527,0.0157,0.0083,0.0036,0.0583,0.0,0.9055,0.6880999999999999
1528,0.0213,0.0117,0.0065,0.0022,0.0,0.9428,0.8383
1529,0.0178,0.0054,0.0027,0.0111,0.0006,0.9436,0.8074
1530,0.0898,0.003,0.0181,0.2314,0.0031,0.6219,0.4706
1531,0.0804,0.013000000000000001,0.0113,0.0183,0.0013,0.8417,0.7037
1532,0.0196,0.0025,0.0081,0.0094,0.0001,0.9441,0.8373
1533,0.0439,0.004,0.0168,0.0428,0.0029,0.8576,0.7465999999999999
1534,0.0109,0.0,0.0061,0.0046,0.0005,0.9620000000000001,0.7249
1535,0.0245,0.0075,0.0037,0.0058,0.0001,0.9311,0.8154
1536,0.0289,0.0024,0.0053,0.022000000000000002,0.0023,0.9197,0.7501
1537,0.0745,0.0082,0.0004,0.0048,0.0016,0.8909999999999999,0.8065
1538,0.0047,0.0077,0.0,0.0421,0.0024,0.9262,0.7421
1539,0.0248,0.0032,0.0028,0.0191,0.0002,0.9303,0.8299
1540,0.0242,0.0026,0.0035,0.0047,0.0007,0.9482,0.7273000000000001
1541,0.0184,0.0056,0.0062,0.0253,0.0011,0.9236,0.7154
1542,0.1158,0.0264,0.0151,0.0182,0.0222,0.7727,0.6913
1543,0.015,0.0066,0.0062,0.0195,0.0002,0.9359999999999999,0.7625
1544,0.0236,0.0021,0.0057,0.0076,0.0,0.9464,0.815
1545,0.0128,0.0102,0.0103,0.003,0.0,0.9546,0.7967
1546,0.0178,0.0043,0.0065,0.0374,0.0011,0.9004,0.7269
1547,0.0231,0.0,0.0047,0.0055,0.0,0.9575,0.7577
1548,0.0194,0.0124,0.0048,0.0025,0.0,0.9483,0.8149
1549,0.0218,0.0085,0.0007,0.2441,0.0004,0.7147,0.5475
1550,0.0487,0.0019,0.0006,0.0273,0.0,0.9162,0.7525000000000001
1551,0.0168,0.0063,0.0048,0.034,0.0005,0.9291,0.6965999999999999
1552,0.0196,0.0003,0.0025,0.0143,0.0006,0.9405,0.7407
1553,0.0226,0.0037,0.0084,0.0088,0.0,0.9413,0.7605
1554,0.0188,0.0035,0.0,0.1531,0.0,0.7986,0.6776
1555,0.0532,0.0233,0.0143,0.0087,0.0099,0.8611,0.7936
1556,0.0173,0.0021,0.0137,0.0276,0.0013,0.9259,0.738
1557,0.0183,0.0149,0.0048,0.0015,0.0011,0.9404,0.8354
1558,0.0082,0.0012,0.0003,0.0018,0.0,0.985,0.8115
1559,0.018000000000000002,0.0091,0.0051,0.0007,0.0,0.9529,0.8551
1560,0.0261,0.0,0.0,0.2717,0.0001,0.6852,0.5741
1561,0.0229,0.0042,0.0108,0.0056,0.0,0.9515,0.7825
1562,0.0866,0.0009,0.0066,0.035,0.0003,0.8492,0.6625999999999999
1563,0.0255,0.0069,0.0361,0.0222,0.0,0.8873,0.7293000000000001
1564,0.0225,0.003,0.0035,0.0725,0.0008,0.8806,0.7446999999999999
1565,0.0604,0.0012,0.027000000000000003,0.0669,0.0044,0.8101,0.6500999999999999
1566,0.0244,0.0119,0.0025,0.0093,0.0008,0.9374,0.8190999999999999
1567,0.1121,0.0088,0.0242,0.1066,0.0058,0.6938,0.5425
1568,0.0048,0.0021,0.0013,0.001,0.0,0.9596,0.8268
1569,0.0125,0.0056,0.0058,0.0125,0.0,0.9546,0.8226
1570,0.021,0.0072,0.0064,0.0577,0.0002,0.8848,0.7765
1571,0.0247,0.0049,0.0019,0.0132,0.0,0.9366,0.8023
1572,0.0079,0.0035,0.003,0.0203,0.0021,0.9374,0.8722
1573,0.0145,0.0062,0.004,0.0069,0.0022,0.9505,0.8231999999999999
1574,0.0329,0.0012,0.0254,0.0439,0.0003,0.8714,0.7162999999999999
1575,0.0128,0.0094,0.0038,0.0073,0.0,0.9449,0.8367
1576,0.0118,0.0,0.0057,0.0196,0.0,0.9566,0.7728999999999999
1577,0.0157,0.0033,0.0052,0.0439,0.0002,0.9177,0.7746999999999999
1578,0.0289,0.0013,0.0429,0.2409,0.0003,0.6604,0.4877
1579,0.1019,0.0025,0.0081,0.0479,0.0106,0.8027,0.583
1580,0.0167,0.0,0.0026,0.0046,0.0,0.9690000000000001,0.8271000000000001
1581,0.0,0.001,0.0,0.0,0.0,0.9927,0.784
1582,0.0231,0.0037,0.0041,0.1163,0.0,0.8324,0.6138
1583,0.0187,0.0017,0.0,0.0017,0.0,0.9387,0.8849
1584,0.0171,0.0022,0.0027,0.0161,0.0,0.9521,0.6738999999999999
1585,0.0175,0.0002,0.0001,0.0149,0.0,0.9539,0.8143
1586,0.0231,0.0071,0.0023,0.002,0.0009,0.948,0.8156
1587,0.183,0.0131,0.001,0.0227,0.0014,0.7679,0.5788
1588,0.0592,0.0099,0.0099,0.0138,0.0002,0.8879,0.798
1589,0.0212,0.0171,0.0074,0.0218,0.0,0.9101,0.8255
1590,0.0216,0.0065,0.0072,0.0054,0.0,0.9392,0.8073
1591,0.034,0.003,0.005,0.02,0.0005,0.9167,0.8125
1592,0.0139,0.0011,0.0021,0.0213,0.0029,0.9424,0.8596999999999999
1593,0.018000000000000002,0.0018,0.0027,0.0055,0.0,0.9484,0.848
1594,0.0207,0.0051,0.0038,0.0091,0.0021,0.9406,0.8032
1595,0.0153,0.0005,0.0015,0.0054,0.0,0.9640000000000001,0.6993
1596,0.0189,0.0034,0.0025,0.0053,0.0015,0.95,0.8364
1597,0.0402,0.002,0.0334,0.4623,0.0005,0.4364,0.3166000000000001
1598,0.0494,0.013999999999999999,0.0063,0.0007,0.0005,0.903,0.6951
1599,0.0636,0.6426,0.0009,0.0003,0.0004,0.2677,-0.17179999999999973
1600,0.0354,0.5004,0.001,0.004,0.0,0.4456,-0.10679999999999978
1601,0.0279,0.0039,0.0,0.0008,0.0,0.9440000000000001,0.8024
1602,0.0246,0.0131,0.0028,0.0041,0.0,0.9426,0.7584
1603,0.0008,0.0075,0.0,0.0,0.0,0.9684,0.7897000000000001
1604,0.0451,0.0417,0.0068,0.0129,0.0008,0.8522,0.6547
1605,0.0263,0.1827,0.0056,0.0024,0.0003,0.7692,0.5837
1606,0.0342,0.0074,0.0009,0.0063,0.0017,0.9179999999999999,0.7364999999999999
1607,0.0266,0.0318,0.0081,0.0,0.0,0.9301,0.6735
1608,0.0312,0.023,0.0024,0.0078,0.0,0.9226,0.7116
1609,0.0346,0.0186,0.0076,0.0075,0.0,0.9012,0.6577
1610,0.0199,0.001,0.0175,0.0003,0.0,0.9435,0.7192999999999999
1611,0.0093,0.0139,0.0059,0.0013,0.0186,0.9406,0.763
1612,0.0283,0.013999999999999999,0.006999999999999999,0.0034,0.0005,0.9276,0.7958000000000001
1613,0.0373,0.0076,0.0135,0.0039,0.0001,0.9161,0.7686000000000001
1614,0.001,0.0,0.0,0.0068,0.0,0.9923,0.8331999999999999
1615,0.0328,0.6434,0.0004,0.0028,0.0009,0.2994,-0.2812999999999999
1616,0.0673,0.0,0.0,0.0,0.0,0.8956,0.6857
1617,0.0227,0.0036,0.0006,0.0009,0.0,0.9426,0.8052
1618,0.0379,0.2233,0.0037,0.0032,0.0,0.6918,0.42889999999999995
1619,0.0256,0.0105,0.0005,0.0038,0.0,0.9266,0.7545999999999999
1620,0.0358,0.0154,0.0,0.0,0.0,0.9268,0.7778
1621,0.0458,0.2313,0.0028,0.003,0.0013,0.6504,0.39879999999999993
1622,0.0333,0.0164,0.0066,0.0027,0.0007,0.9137,0.6643
1623,0.0123,0.0,0.0,0.0,0.0,0.983,0.7907
1624,0.0313,0.0124,0.004,0.002,0.0024,0.9262,0.7699
1625,0.0374,0.0587,0.0162,0.0,0.0,0.8877,0.8007
1626,0.0448,0.002,0.0004,0.0002,0.0,0.9246,0.7595999999999999
1627,0.0466,0.0138,0.0016,0.0005,0.0,0.9264,0.6465000000000001
1628,0.0132,0.0268,0.0085,0.008,0.0,0.9141,0.7255
1629,0.0327,0.019,0.0183,0.006,0.0007,0.8924,0.7013
1630,0.0308,0.026000000000000002,0.009000000000000001,0.0,0.0,0.9112,0.7732
1631,0.0309,0.004,0.0031,0.0045,0.0012,0.9334,0.7653
1632,0.0,0.0,0.0552,0.0,0.0,0.9448,0.7228
1633,0.027999999999999997,0.092,0.0029,0.0,0.0,0.8381,0.6381
1634,0.0204,0.1517,0.001,0.0013,0.0,0.8118,0.5516
1635,0.0317,0.0168,0.0,0.0,0.0,0.9303,0.8525
1636,0.0174,0.0449,0.0038,0.0093,0.0,0.8938,0.7285999999999999
1637,0.0128,0.0016,0.008,0.0,0.0,0.9776,0.7436
1638,0.035,0.0093,0.0053,0.0011,0.0,0.9295,0.7563
1639,0.0543,0.0198,0.0003,0.0,0.0016,0.8882,0.759
1640,0.0396,0.5611,0.006,0.0021,0.0,0.3435,0.10519999999999996
1641,0.0517,0.3686,0.0104,0.0017,0.0,0.5483,0.05160000000000009
1642,0.0301,0.0336,0.0042,0.0031,0.0001,0.9011,0.7709
1643,0.0379,0.0103,0.0026,0.0,0.0,0.9107,0.6912
1644,0.0456,0.0203,0.0074,0.0055,0.0001,0.9044,0.6501
1645,0.0395,0.0098,0.0034,0.0008,0.0,0.9278,0.7725
1646,0.0226,0.0098,0.0027,0.0,0.0,0.9411,0.7838999999999999
1647,0.0163,0.0099,0.0026,0.0053,0.0,0.9361,0.7889
1648,0.0401,0.0642,0.0043,0.0047,0.0,0.8708,0.6657
1649,0.006,0.0,0.0419,0.0,0.0,0.9431,0.6900999999999999
1650,0.0272,0.0843,0.0021,0.0039,0.0015,0.845,0.659
1651,0.0313,0.013999999999999999,0.0033,0.0,0.0,0.9337,0.7634
1652,0.049,0.0116,0.0071,0.0,0.0,0.9323,0.7443
1653,0.0561,0.0395,0.0069,0.0048,0.0009,0.8636,0.6678
1654,0.10300000000000001,0.0028,0.0125,0.006,0.0002,0.8589,0.7595
1655,0.0331,0.0009,0.0024,0.0091,0.0,0.9511,0.8605
1656,0.0047,0.0023,0.0,0.0,0.0,0.9578,0.955
1657,0.0609,0.0,0.0139,0.0,0.0,0.903,0.8362
1658,0.0,0.0,0.0,0.0,0.0,1.0,0.913
1659,0.0218,0.0004,0.0055,0.0032,0.0006,0.9636,0.7265
1660,0.1254,0.0201,0.0108,0.0136,0.0,0.8140000000000001,0.7361
1661,0.0093,0.0103,0.0098,0.0057,0.0,0.9499,0.8539
1662,0.0179,0.0036,0.0046,0.0003,0.0,0.9556,0.7856000000000001
1663,0.09,0.0017,0.0131,0.0088,0.0,0.8702,0.7674
1664,0.0307,0.02,0.0078,0.0048,0.0,0.9293,0.6787
1665,0.0357,0.0042,0.0035,0.0015,0.0,0.9442,0.7781
1666,0.0335,0.005,0.0024,0.0034,0.0022,0.9358,0.7625
1667,0.0206,0.008,0.0002,0.0015,0.0,0.9643,0.7997
1668,0.1229,0.0,0.0026,0.0005,0.0,0.8705,0.774
1669,0.0251,0.0356,0.0048,0.0002,0.0012,0.879,0.7201
1670,0.0699,0.0044,0.0069,0.0083,0.0002,0.895,0.8013
1671,0.0885,0.0021,0.0008,0.0021,0.0,0.8923,0.7495
1672,0.4545,0.0012,0.0074,0.0374,0.0021,0.4894,0.37940000000000007
1673,0.1011,0.0018,0.003,0.001,0.0012,0.8811,0.6919
1674,0.0321,0.0017,0.0076,0.0016,0.0,0.9457,0.768
1675,0.3878,0.0211,0.0329,0.0507,0.0,0.4798,0.3155
1676,0.0536,0.0351,0.0067,0.0397,0.0,0.8511,0.7479
1677,0.3326,0.004,0.0063,0.0615,0.0022,0.5879,0.4324
1678,0.0852,0.0153,0.006,0.0016,0.0,0.8782,0.8429
1679,0.1374,0.0038,0.0038,0.0044,0.0,0.8425,0.6656
1680,0.1287,0.0042,0.0035,0.0076,0.0016,0.8367,0.7034
1681,0.1255,0.0042,0.0379,0.1093,0.0004,0.6940000000000001,0.49370000000000014
1682,0.1181,0.0,0.0,0.0021,0.0,0.8761,0.6718
1683,0.0393,0.004,0.0056,0.0038,0.0,0.9364,0.7693
1684,0.0231,0.0003,0.002,0.005,0.001,0.9568,0.7666
1685,0.0125,0.0034,0.0008,0.0057,0.0,0.961,0.8806
1686,0.043,0.0008,0.0029,0.0013,0.0,0.9336,0.773
1687,0.0254,0.0066,0.0066,0.006,0.0,0.9447,0.8164
1688,0.0461,0.0048,0.0016,0.0016,0.0,0.9426,0.7219
1689,0.0185,0.0,0.002,0.0035,0.0,0.9705,0.8180000000000001
1690,0.0502,0.002,0.0035,0.0025,0.003,0.9259999999999999,0.7718
1691,0.0125,0.0,0.0,0.0083,0.0,0.9571,0.9792
1692,0.021,0.0034,0.0017,0.0042,0.0,0.9614,0.7717
1693,0.2773,0.004,0.0109,0.0247,0.0023,0.6667,0.5357999999999999
1694,0.0353,0.0018,0.0036,0.0018,0.0007,0.9468,0.7787999999999999
1695,0.0261,0.0003,0.002,0.0053,0.0003,0.9540000000000001,0.7169999999999999
1696,0.0829,0.0,0.0,0.0,0.0,0.9171,0.8161
1697,0.0053,0.0011,0.0,0.0007,0.0,0.9915,0.8249
1698,0.0487,0.0062,0.0056,0.0014,0.0004,0.9327,0.7696999999999999
1699,0.0649,0.0058,0.0,0.0101,0.0,0.9192,0.6692
1700,0.0254,0.0,0.0022,0.0016,0.0003,0.955,0.7615000000000001
1701,0.0427,0.0001,0.0021,0.0063,0.0,0.9346,0.7328
1702,0.1021,0.0066,0.0157,0.0606,0.0,0.8039,0.645
1703,0.0628,0.0078,0.0049,0.0011,0.0,0.9209999999999999,0.6584000000000001
1704,0.0724,0.005,0.0074,0.0121,0.0014,0.8969,0.8257
1705,0.0092,0.0,0.0,0.0,0.0,0.9855,0.8418
1706,0.0955,0.0069,0.0033,0.0008,0.0,0.8621,0.7585
1707,0.0287,0.0904,0.0032,0.004,0.0002,0.8564,0.6855
1708,0.0705,0.0049,0.0419,0.0381,0.0007,0.8122,0.6309
1709,0.0864,0.0034,0.0086,0.0124,0.0003,0.8773,0.7789
1710,0.0475,0.0065,0.0,0.0,0.0,0.9439,0.869
1711,0.0182,0.0033,0.0,0.0,0.0,0.9785,0.8734999999999999
1712,0.0152,0.0,0.0,0.0,0.0,0.9848,0.9348
1713,0.1501,0.0133,0.0171,0.0126,0.0,0.7973,0.6538999999999999
1714,0.0448,0.0001,0.0044,0.0046,0.0,0.9249,0.7351
1715,0.1542,0.005,0.0048,0.0077,0.0,0.8176,0.6802999999999999
1716,0.0279,0.0028,0.0,0.004,0.0,0.9644,0.8703
1717,0.0278,0.0054,0.0076,0.0149,0.0003,0.938,0.741
1718,0.027999999999999997,0.0009,0.0177,0.0014,0.0012,0.946,0.7018
1719,0.0808,0.0007,0.0034,0.0041,0.0,0.8876,0.7110000000000001
1720,0.0181,0.0,0.0,0.0015,0.0,0.9543,0.7834
1721,0.0421,0.001,0.0,0.0014,0.0,0.9517,0.7475
1722,0.057,0.0021,0.0015,0.0036,0.0,0.9219,0.7538
1723,0.0153,0.0008,0.0062,0.0021,0.0018,0.9616,0.7898000000000001
1724,0.1898,0.0045,0.0075,0.0054,0.0002,0.7836,0.6976
1725,0.0551,0.0025,0.0,0.0008,0.0,0.9282,0.8136
1726,0.0526,0.0007,0.0007,0.0061,0.0,0.917,0.8019
1727,0.0195,0.0258,0.0008,0.002,0.0,0.9219,0.7299
1728,0.012,0.0078,0.0,0.0149,0.0,0.9653,0.8372999999999999
1729,0.2534,0.0025,0.0197,0.0226,0.0,0.69,0.5988
1730,0.0932,0.0034,0.0253,0.0366,0.0011,0.8096,0.6594
1731,0.0228,0.0038,0.0042,0.0049,0.0,0.9526,0.7823
1732,0.2382,0.0156,0.0066,0.0074,0.0,0.72,0.6052
1733,0.0263,0.0009,0.0049,0.0055,0.0,0.9468,0.8024
1734,0.0552,0.0673,0.008,0.0208,0.0004,0.8111,0.7283
1735,0.0224,0.0003,0.003,0.0016,0.0003,0.9634,0.7614
1736,0.0336,0.0049,0.0,0.0041,0.0,0.9262,0.8424
1737,0.0554,0.0,0.0049,0.0146,0.0,0.9181,0.8231
1738,0.0259,0.0024,0.0,0.0049,0.0,0.9490000000000001,0.8178
1739,0.0,0.0093,0.0,0.0,0.0,0.9504,0.9017
1740,0.0595,0.5625,0.0082,0.0019,0.0,0.3573,-0.07909999999999995
1741,0.034,0.0045,0.0,0.0048,0.0,0.9475,0.8007
1742,0.0291,0.0005,0.0026,0.0086,0.0007,0.945,0.7455
1743,0.0597,0.0015,0.0046,0.0145,0.0,0.8993,0.7927
1744,0.0512,0.009000000000000001,0.0,0.0028,0.0023,0.9152,0.7497
1745,0.0255,0.0,0.0026,0.0,0.0,0.9693,0.8409
1746,0.0516,0.0048,0.0042,0.0156,0.0,0.9053,0.7248
1747,0.1392,0.038,0.0279,0.0244,0.0007,0.7322,0.5438000000000001
1748,0.3114,0.0046,0.0955,0.1123,0.0068,0.4277,0.2764
1749,0.1269,0.017,0.0164,0.0074,0.0018,0.8077,0.6134999999999999
1750,0.2438,0.061,0.0112,0.0049,0.0015,0.6674,0.5016
1751,0.1579,0.0165,0.0,0.0258,0.0,0.7988,0.6488
1752,0.0436,0.05,0.006999999999999999,0.0005,0.0,0.8989,0.6989
1753,0.2702,0.0514,0.0065,0.0065,0.0,0.6537,0.49439999999999995
1754,0.3117,0.0317,0.0011,0.0007,0.0,0.6408,0.4608000000000001
1755,0.0689,0.0073,0.0089,0.038,0.0,0.8695,0.6749
1756,0.1711,0.0253,0.013000000000000001,0.0074,0.0017,0.7488,0.6505
1757,0.1164,0.1888,0.0128,0.0513,0.0,0.6031,0.3157
1758,0.1468,0.0155,0.0163,0.0186,0.0053,0.763,0.6355
1759,0.2444,0.0245,0.0098,0.0354,0.0026,0.6515,0.5703
1760,0.0323,0.0035,0.0093,0.0168,0.0,0.846,0.8641
1761,0.2444,0.0136,0.0522,0.0215,0.006,0.6308,0.4333
1762,0.1617,0.0493,0.009000000000000001,0.0561,0.0012,0.7159,0.42169999999999996
1763,0.2415,0.0201,0.0262,0.0196,0.0004,0.6698,0.46620000000000006
1764,0.0167,0.003,0.0093,0.0062,0.0002,0.95,0.7876
1765,0.0148,0.0006,0.0068,0.0047,0.0002,0.9583,0.7599
1766,0.0185,0.0017,0.0126,0.0073,0.0005,0.941,0.7694
1767,0.0295,0.0031,0.0053,0.0243,0.0009,0.9204,0.6819
1768,0.0239,0.0025,0.0367,0.0103,0.0005,0.9065,0.6771
1769,0.0677,0.0011,0.0402,0.0234,0.0003,0.8445,0.7423
1770,0.0216,0.0025,0.0209,0.0136,0.0001,0.9242,0.7503
1771,0.0299,0.0003,0.0206,0.0075,0.0001,0.9253,0.7696000000000001
1772,0.025,0.0007,0.033,0.0094,0.0004,0.9063,0.7815
1773,0.0156,0.0032,0.008,0.0065,0.0,0.9501,0.7706999999999999
1774,0.1885,0.0024,0.0785,0.1401,0.0004,0.564,0.3471000000000001
1775,0.1991,0.0011,0.1624,0.0529,0.0003,0.5656,0.32620000000000005
1776,0.0804,0.0004,0.0502,0.1604,0.0004,0.6743,0.44920000000000004
1777,0.1677,0.0008,0.0571,0.1826,0.0002,0.5667,0.3526
1778,0.0768,0.0002,0.0092,0.0443,0.0,0.8527,0.5425
1779,0.3071,0.0061,0.0132,0.18100000000000002,0.0001,0.4641,0.3335
1780,0.2303,0.0014,0.0528,0.3845,0.0001,0.3055,0.14589999999999992
1781,0.062,0.0007,0.0309,0.0977,0.0001,0.785,0.5626
1782,0.4308,0.0016,0.1495,0.1054,0.0007,0.2879,0.16899999999999993
1783,0.0654,0.0002,0.0411,0.024,0.0004,0.8553,0.6718999999999999
1784,0.1753,0.0009,0.1107,0.1985,0.0002,0.4971,0.35239999999999994
1785,0.2116,0.0014,0.2394,0.0953,0.0003,0.4306,0.26900000000000013
1786,0.10800000000000001,0.0007,0.0538,0.0671,0.0004,0.7524,0.5469999999999999
1787,0.1331,0.0006,0.1026,0.0318,0.0001,0.7139,0.43579999999999997
1788,0.0921,0.0004,0.0185,0.0277,0.0003,0.8467,0.6629999999999999
1789,0.4154,0.0013,0.0511,0.1043,0.0002,0.413,0.25669999999999993
1790,0.0901,0.0025,0.0105,0.1287,0.0005,0.7425,0.5657000000000001
1791,0.1465,0.0012,0.1759,0.0923,0.0001,0.5629,0.359
1792,0.0821,0.0001,0.0204,0.0211,0.0,0.8629,0.6693
1793,0.3159,0.0008,0.0504,0.2007,0.0,0.395,0.2542
1794,0.0927,0.0012,0.0266,0.0436,0.0,0.8168,0.6299
1795,0.4999,0.0411,0.0252,0.0247,0.0006,0.3868,0.4085
1796,0.1903,0.0006,0.0,0.0,0.0,0.8091,0.8091
1797,0.5675,0.0106,0.009000000000000001,0.0143,0.0001,0.3888,0.39849999999999997
1798,0.3836,0.3903,0.0015,0.0088,0.0003,0.1931,0.21550000000000002
1799,0.494,0.0039,0.0043,0.0067,0.0,0.4674,0.4911
1800,0.4217,0.0077,0.0126,0.0495,0.0026,0.4763,0.5059
1801,0.5348,0.0025,0.0,0.0157,0.0,0.4441,0.44699999999999995
