Social Vulnerability Index (SVI),SVI Category,Percent adults fully vaccinated against COVID-19,STNAME,CTYNAME,POPESTIMATE2019,TOT_MALE,TOT_FEMALE,0 - 17 years,18 - 49 years,50 - 64 years,65 + years,Percent Hispanic,Percent non-Hispanic American Indian/Alaska Native,Percent non-Hispanic Asian,Percent non-Hispanic Black,Percent non-Hispanic Native Hawaiian/Pacific Islander,Percent non-Hispanic White,Percent non-Hispanic Other,Latitude,Longitude
,,,Mississippi,Choctaw County,8210.0,4009.0,4201.0,1925.0,2749.0,1707.0,1829.0,0.0059,0.0041,0.0002,0.3098,0.001,0.6738,0.5539999999999999,32.713378000000006,-89.65344
,,,Mississippi,Claiborne County,8988.0,4251.0,4737.0,2511.0,3531.0,1447.0,1499.0,0.0009,0.0007,0.0113,0.8723,0.0,0.1128,-0.04220000000000002,32.713378000000006,-89.65344
,,,Mississippi,Clarke County,15541.0,7297.0,8244.0,3771.0,5320.0,3211.0,3239.0,0.0065,0.0005,0.0,0.3546,0.0,0.6325,0.4403999999999999,32.713378000000006,-89.65344
,,,Mississippi,Clay County,19316.0,9041.0,10275.0,4771.0,7077.0,3819.0,3649.0,0.0007,0.0047,0.0029,0.5993,0.0,0.3881,0.21039999999999992,32.713378000000006,-89.65344
,,,Mississippi,Coahoma County,22124.0,10254.0,11870.0,6681.0,7814.0,4088.0,3541.0,0.0037,0.0017,0.0049,0.7753,0.0,0.2079,0.0514,32.713378000000006,-89.65344
,,,Mississippi,Copiah County,28065.0,13466.0,14599.0,7337.0,9917.0,5678.0,5133.0,0.0316,0.0002,0.0036,0.5157,0.0,0.4389,0.2758999999999999,32.713378000000006,-89.65344
,,,Mississippi,Covington County,18636.0,9094.0,9542.0,4978.0,6797.0,3661.0,3200.0,0.0238,0.0,0.0,0.366,0.0,0.6044,0.4062,32.713378000000006,-89.65344
,,,Mississippi,DeSoto County,184945.0,88910.0,96035.0,51710.0,74649.0,34081.0,24505.0,0.0494,0.0018,0.0141,0.2718,0.0001,0.6428,0.5018,32.713378000000006,-89.65344
,,,Mississippi,Forrest County,74897.0,35322.0,39575.0,20022.0,32047.0,12416.0,10412.0,0.0293,0.0022,0.0085,0.3715,0.0,0.5691,0.4215,32.713378000000006,-89.65344
,,,Mississippi,Franklin County,7713.0,3786.0,3927.0,1928.0,2558.0,1624.0,1603.0,0.0027,0.0016,0.0005,0.3598,0.0,0.6316,0.4643999999999999,32.713378000000006,-89.65344
,,,Mississippi,George County,24500.0,12382.0,12118.0,7042.0,9341.0,4538.0,3579.0,0.0286,0.0052,0.0045,0.0803,0.0,0.8711,0.6903999999999999,32.713378000000006,-89.65344
,,,Mississippi,Greene County,13586.0,7855.0,5731.0,2893.0,6175.0,2444.0,2074.0,0.0119,0.0022,0.0,0.2593,0.0,0.7227,0.6046,32.713378000000006,-89.65344
,,,Mississippi,Grenada County,20758.0,9863.0,10895.0,5373.0,7531.0,4093.0,3761.0,0.006,0.006999999999999999,0.0011,0.4334,0.0,0.5467,0.35749999999999993,32.713378000000006,-89.65344
,,,Mississippi,Hancock County,47632.0,23239.0,24393.0,10437.0,16535.0,10818.0,9842.0,0.0382,0.0056,0.0057,0.0802,0.0,0.8469,0.7053,32.713378000000006,-89.65344
,,,Mississippi,Harrison County,208080.0,101683.0,106397.0,55128.0,81450.0,39421.0,32081.0,0.0547,0.0051,0.0284,0.247,0.0003,0.6387,0.4525000000000001,32.713378000000006,-89.65344
,,,Mississippi,Hinds County,231840.0,108268.0,123572.0,62721.0,92142.0,42711.0,34266.0,0.0154,0.0013,0.0077,0.7234,0.0003,0.245,0.019900000000000032,32.713378000000006,-89.65344
,,,Mississippi,Holmes County,17010.0,8090.0,8920.0,4892.0,6260.0,3188.0,2670.0,0.0017,0.0,0.0007,0.8399,0.0,0.1543,-0.028299999999999995,32.713378000000006,-89.65344
,,,Mississippi,Humphreys County,8064.0,3803.0,4261.0,2302.0,2698.0,1636.0,1428.0,0.0331,0.0029,0.0008,0.7565,0.0005,0.2062,0.05620000000000014,32.713378000000006,-89.65344
,,,Mississippi,Issaquena County,1327.0,794.0,533.0,198.0,608.0,300.0,221.0,0.0132,0.0,0.0,0.6165,0.0,0.3703,0.3132999999999999,32.713378000000006,-89.65344
,,,Mississippi,Itawamba County,23390.0,11574.0,11816.0,5949.0,8730.0,4498.0,4213.0,0.016,0.0036,0.0003,0.0715,0.0003,0.9002,0.7493000000000001,32.713378000000006,-89.65344
,,,Mississippi,Jackson County,143617.0,70467.0,73150.0,36420.0,54596.0,29144.0,23457.0,0.0649,0.0035,0.024,0.2099,0.0006,0.6761,0.5181,32.713378000000006,-89.65344
,,,Mississippi,Jasper County,16383.0,7924.0,8459.0,4000.0,5667.0,3317.0,3399.0,0.0045,0.0001,0.0,0.5386,0.0,0.4471,0.26680000000000004,32.713378000000006,-89.65344
,,,Mississippi,Jefferson County,6990.0,3436.0,3554.0,1710.0,2614.0,1451.0,1215.0,0.0722,0.0015,0.006,0.7896,0.0,0.1298,-0.09729999999999994,32.713378000000006,-89.65344
,,,Mississippi,Jefferson Davis County,11128.0,5258.0,5870.0,2422.0,3856.0,2280.0,2570.0,0.0035,0.0,0.0012,0.6129,0.0,0.377,0.2014,32.713378000000006,-89.65344
,,,Mississippi,Jones County,68098.0,33059.0,35039.0,19055.0,24390.0,12826.0,11827.0,0.045,0.0021,0.0033,0.2932,0.0007,0.6457,0.4687,32.713378000000006,-89.65344
,,,Mississippi,Kemper County,9742.0,4889.0,4853.0,2292.0,3568.0,1845.0,2037.0,0.0058,0.0366,0.0007,0.6169,0.0,0.3394,0.1910000000000001,32.713378000000006,-89.65344
,,,Mississippi,Lafayette County,54019.0,26222.0,27797.0,13564.0,24920.0,8324.0,7211.0,0.0263,0.0025,0.0208,0.235,0.0004,0.7005,0.4870000000000001,32.713378000000006,-89.65344
,,,Mississippi,Lamar County,63343.0,30387.0,32956.0,16946.0,25997.0,11304.0,9096.0,0.0271,0.0004,0.0129,0.2008,0.0,0.741,0.4857999999999999,32.713378000000006,-89.65344
,,,Mississippi,Lauderdale County,74125.0,35903.0,38222.0,19219.0,27592.0,14144.0,13170.0,0.0226,0.0018,0.0066,0.4362,0.0,0.5252,0.3198000000000001,32.713378000000006,-89.65344
,,,Mississippi,Lawrence County,12586.0,6101.0,6485.0,3386.0,4335.0,2574.0,2291.0,0.0092,0.0015,0.0022,0.3253,0.0,0.6488,0.37780000000000014,32.713378000000006,-89.65344
,,,Mississippi,Leake County,22786.0,11755.0,11031.0,6292.0,8478.0,4206.0,3810.0,0.0465,0.0567,0.0051,0.41700000000000004,0.0,0.4702,0.2917000000000001,32.713378000000006,-89.65344
,,,Mississippi,Lee County,85436.0,40792.0,44644.0,23267.0,32911.0,16302.0,12956.0,0.0264,0.0026,0.0098,0.2938,0.0001,0.6545,0.4903,32.713378000000006,-89.65344
,,,Mississippi,Leflore County,28183.0,13117.0,15066.0,8704.0,10421.0,4908.0,4150.0,0.0265,0.0,0.006,0.742,0.0,0.2219,0.021500000000000075,32.713378000000006,-89.65344
,,,Mississippi,Lincoln County,34153.0,16313.0,17840.0,8721.0,12755.0,6714.0,5963.0,0.0044,0.0001,0.0048,0.3189,0.0,0.6717,0.4948,32.713378000000006,-89.65344
,,,Mississippi,Lowndes County,58595.0,27911.0,30684.0,15297.0,22496.0,11267.0,9535.0,0.0204,0.0014,0.0102,0.4373,0.0002,0.5174,0.3155,32.713378000000006,-89.65344
,,,Mississippi,Madison County,106272.0,50767.0,55505.0,29056.0,41569.0,20923.0,14724.0,0.03,0.0017,0.0258,0.3795,0.0001,0.5534,0.2579,32.713378000000006,-89.65344
,,,Mississippi,Marion County,24573.0,11937.0,12636.0,6105.0,8980.0,4735.0,4753.0,0.0161,0.0,0.0042,0.3257,0.0008,0.648,0.4882,32.713378000000006,-89.65344
,,,Mississippi,Marshall County,35294.0,17466.0,17828.0,8285.0,12968.0,7635.0,6406.0,0.0369,0.0007,0.0,0.4773,0.0,0.4773,0.3511,32.713378000000006,-89.65344
,,,Mississippi,Monroe County,35252.0,16780.0,18472.0,8677.0,12476.0,7145.0,6954.0,0.0126,0.0002,0.0009,0.3111,0.0,0.6701,0.4832,32.713378000000006,-89.65344
,,,Mississippi,Montgomery County,9775.0,4699.0,5076.0,2376.0,3166.0,2065.0,2168.0,0.0139,0.0,0.0029,0.4405,0.0,0.5215,0.3507,32.713378000000006,-89.65344
,,,Mississippi,Neshoba County,29118.0,13895.0,15223.0,8834.0,10408.0,5194.0,4682.0,0.0213,0.1645,0.0054,0.2095,0.0003,0.5827,0.4340000000000001,32.713378000000006,-89.65344
,,,Mississippi,Newton County,21018.0,10059.0,10959.0,5982.0,7638.0,3813.0,3585.0,0.0191,0.0531,0.0052,0.3042,0.0,0.6025,0.4164,32.713378000000006,-89.65344
,,,Mississippi,Noxubee County,10417.0,4916.0,5501.0,2795.0,3840.0,2049.0,1733.0,0.013999999999999999,0.0,0.0005,0.7216,0.0,0.2585,0.03589999999999993,32.713378000000006,-89.65344
,,,Mississippi,Oktibbeha County,49587.0,24750.0,24837.0,12287.0,24766.0,6581.0,5953.0,0.0169,0.0009,0.0323,0.3691,0.0006,0.5644,0.4182,32.713378000000006,-89.65344
,,,Mississippi,Panola County,34192.0,16373.0,17819.0,9229.0,12624.0,6755.0,5584.0,0.0204,0.0019,0.0001,0.4835,0.0006,0.4692,0.3244999999999999,32.713378000000006,-89.65344
,,,Mississippi,Pearl River County,55535.0,27314.0,28221.0,14179.0,19610.0,11145.0,10601.0,0.0309,0.0006,0.0025,0.1276,0.0,0.8181,0.6634,32.713378000000006,-89.65344
,,,Mississippi,Perry County,11973.0,5858.0,6115.0,2906.0,4352.0,2480.0,2235.0,0.0151,0.0,0.0015,0.1982,0.0,0.7756,0.6162,32.713378000000006,-89.65344
,,,Mississippi,Pike County,39288.0,18571.0,20717.0,11317.0,14040.0,7018.0,6913.0,0.0159,0.005,0.0032,0.5402,0.0,0.4338,0.25869999999999993,32.713378000000006,-89.65344
,,,Mississippi,Pontotoc County,32174.0,15735.0,16439.0,9234.0,12021.0,6039.0,4880.0,0.0687,0.0003,0.0008,0.1548,0.0,0.7645,0.6053999999999999,32.713378000000006,-89.65344
,,,Mississippi,Prentiss County,25126.0,12331.0,12795.0,6330.0,9331.0,4834.0,4631.0,0.015,0.0007,0.0219,0.1003,0.0,0.8248,0.7001,32.713378000000006,-89.65344
,,,Mississippi,Quitman County,6792.0,3153.0,3639.0,1713.0,2452.0,1396.0,1231.0,0.0122,0.0,0.0022,0.7202,0.0,0.2603,0.13440000000000007,32.713378000000006,-89.65344
,,,Mississippi,Rankin County,155271.0,74718.0,80553.0,38683.0,63387.0,28875.0,24326.0,0.0275,0.0014,0.0116,0.2072,0.0003,0.7393,0.534,32.713378000000006,-89.65344
,,,Mississippi,Scott County,28124.0,13813.0,14311.0,8125.0,10388.0,5274.0,4337.0,0.1128,0.0043,0.0026,0.3793,0.0,0.4933,0.30099999999999993,32.713378000000006,-89.65344
,,,Mississippi,Sharkey County,4321.0,2065.0,2256.0,1170.0,1357.0,928.0,866.0,0.0011,0.0011,0.0,0.7457,0.0,0.2507,0.09109999999999996,32.713378000000006,-89.65344
,,,Mississippi,Simpson County,26658.0,12893.0,13765.0,6837.0,9582.0,5415.0,4824.0,0.0025,0.0001,0.0055,0.3664,0.0,0.6159,0.4425,32.713378000000006,-89.65344
,,,Mississippi,Smith County,15916.0,7685.0,8231.0,3984.0,5460.0,3207.0,3265.0,0.0175,0.0,0.0053,0.2296,0.0023,0.7403,0.6073,32.713378000000006,-89.65344
,,,Mississippi,Stone County,18336.0,9186.0,9150.0,4738.0,6880.0,3636.0,3082.0,0.0202,0.0019,0.0,0.1818,0.0009,0.765,0.6052,32.713378000000006,-89.65344
,,,Mississippi,Sunflower County,25110.0,13407.0,11703.0,6200.0,10806.0,4495.0,3609.0,0.0181,0.0013,0.0008,0.7388,0.0,0.2377,0.10199999999999998,32.713378000000006,-89.65344
,,,Mississippi,Tallahatchie County,13809.0,7661.0,6148.0,2995.0,6226.0,2481.0,2107.0,0.0947,0.0016,0.013999999999999999,0.5359,0.0008,0.3491,0.2399999999999999,32.713378000000006,-89.65344
,,,Mississippi,Tate County,28321.0,13602.0,14719.0,7574.0,10406.0,5478.0,4863.0,0.0263,0.0012,0.0014,0.2987,0.0012,0.6459999999999999,0.5332,32.713378000000006,-89.65344
,,,Mississippi,Tippah County,22015.0,10712.0,11303.0,5907.0,8121.0,4266.0,3721.0,0.0477,0.0001,0.0029,0.1655,0.0005,0.77,0.6483000000000001,32.713378000000006,-89.65344
,,,Mississippi,Tishomingo County,19383.0,9459.0,9924.0,4564.0,6783.0,4012.0,4024.0,0.0317,0.0018,0.0003,0.0262,0.0,0.9319,0.7759999999999999,32.713378000000006,-89.65344
,,,Mississippi,Tunica County,9632.0,4512.0,5120.0,3036.0,3715.0,1642.0,1239.0,0.0096,0.0,0.013999999999999999,0.7839,0.0,0.1899,0.03849999999999998,32.713378000000006,-89.65344
,,,Mississippi,Union County,28815.0,14090.0,14725.0,7859.0,10807.0,5291.0,4858.0,0.0438,0.0,0.0036,0.1545,0.0,0.782,0.6521,32.713378000000006,-89.65344
,,,Mississippi,Walthall County,14286.0,6911.0,7375.0,3528.0,5052.0,2860.0,2846.0,0.0082,0.0,0.001,0.4632,0.0,0.5266,0.3776,32.713378000000006,-89.65344
,,,Mississippi,Warren County,45381.0,21613.0,23768.0,11748.0,16614.0,9193.0,7826.0,0.0211,0.0011,0.0071,0.4938,0.0002,0.4707,0.2947,32.713378000000006,-89.65344
,,,Mississippi,Washington County,43909.0,20248.0,23661.0,12294.0,15555.0,8736.0,7324.0,0.0162,0.001,0.0056,0.72,0.0,0.2514,0.09920000000000008,32.713378000000006,-89.65344
,,,Mississippi,Wayne County,20183.0,9697.0,10486.0,5365.0,7255.0,4007.0,3556.0,0.0065,0.0,0.0013,0.4103,0.0,0.574,0.4419,32.713378000000006,-89.65344
,,,Mississippi,Webster County,9689.0,4729.0,4960.0,2496.0,3415.0,2039.0,1739.0,0.006999999999999999,0.0024,0.0035,0.2042,0.0,0.782,0.5759,32.713378000000006,-89.65344
,,,Mississippi,Wilkinson County,8630.0,4657.0,3973.0,1967.0,3403.0,1724.0,1536.0,0.0021,0.0,0.0011,0.7092,0.0,0.2782,0.06259999999999999,32.713378000000006,-89.65344
,,,Mississippi,Winston County,17955.0,8796.0,9159.0,4438.0,6267.0,3570.0,3680.0,0.0128,0.0133,0.0003,0.4657,0.0,0.4994,0.3239,32.713378000000006,-89.65344
,,,Mississippi,Yalobusha County,12108.0,5800.0,6308.0,2917.0,4151.0,2495.0,2545.0,0.0139,0.0004,0.0015,0.3965,0.0,0.5802,0.3676999999999999,32.713378000000006,-89.65344
,,,Mississippi,Yazoo County,29690.0,17753.0,11937.0,6696.0,14338.0,4848.0,3808.0,0.0459,0.0032,0.0044,0.5919,0.0,0.3467,0.23060000000000005,32.713378000000006,-89.65344
,,,Missouri,Adair County,25343.0,12171.0,13172.0,6631.0,11044.0,3839.0,3829.0,0.0245,0.0011,0.024,0.0268,0.0022,0.8983,0.7154,38.3675,-92.477244
,,,Missouri,Andrew County,17712.0,8764.0,8948.0,4447.0,6165.0,3666.0,3434.0,0.025,0.0026,0.0019,0.0137,0.0,0.9448,0.7818,38.3675,-92.477244
,,,Missouri,Atchison County,5143.0,2571.0,2572.0,1128.0,1582.0,1088.0,1345.0,0.0132,0.0078,0.0048,0.0046,0.0,0.9656,0.6326,38.3675,-92.477244
,,,Missouri,Audrain County,25388.0,11650.0,13738.0,6280.0,9553.0,4936.0,4619.0,0.0311,0.0023,0.0013,0.0571,0.0009,0.8666,0.7233,38.3675,-92.477244
,,,Missouri,Barry County,35789.0,17990.0,17799.0,8868.0,11760.0,7638.0,7523.0,0.0935,0.0059,0.0128,0.0023,0.0,0.8563,0.7675000000000001,38.3675,-92.477244
,,,Missouri,Barton County,11754.0,5772.0,5982.0,3002.0,3830.0,2429.0,2493.0,0.0159,0.0237,0.0003,0.003,0.0008,0.9244,0.8323,38.3675,-92.477244
,,,Missouri,Bates County,16172.0,8057.0,8115.0,4074.0,5517.0,3416.0,3165.0,0.0221,0.0059,0.0029,0.0151,0.0019,0.9414,0.7821,38.3675,-92.477244
,,,Missouri,Benton County,19443.0,9746.0,9697.0,3681.0,4978.0,4711.0,6073.0,0.0205,0.0099,0.0008,0.0025,0.0,0.9481,0.7092999999999999,38.3675,-92.477244
,,,Missouri,Bollinger County,12133.0,6083.0,6050.0,2829.0,4008.0,2740.0,2556.0,0.0112,0.0086,0.0036,0.0041,0.0,0.9599,0.8035,38.3675,-92.477244
,,,Missouri,Boone County,180463.0,87487.0,92976.0,45355.0,83620.0,28404.0,23084.0,0.0343,0.0028,0.0443,0.0897,0.0007,0.7888,0.5851999999999999,38.3675,-92.477244
,,,Missouri,Buchanan County,87364.0,44186.0,43178.0,21788.0,33963.0,17013.0,14600.0,0.0653,0.0038,0.0109,0.0511,0.0029,0.8327,0.722,38.3675,-92.477244
,,,Missouri,Butler County,42478.0,20626.0,21852.0,10799.0,15212.0,8322.0,8145.0,0.0214,0.0056,0.0076,0.0555,0.0007,0.8856,0.7652,38.3675,-92.477244
,,,Missouri,Caldwell County,9020.0,4580.0,4440.0,2325.0,2994.0,1890.0,1811.0,0.0163,0.006999999999999999,0.0041,0.0058,0.0,0.9448,0.7767999999999999,38.3675,-92.477244
,,,Missouri,Callaway County,44743.0,22904.0,21839.0,10772.0,17352.0,9141.0,7478.0,0.0209,0.0051,0.0077,0.0432,0.0033,0.9019,0.7178,38.3675,-92.477244
,,,Missouri,Camden County,46305.0,22982.0,23323.0,8852.0,12780.0,11289.0,13384.0,0.0273,0.0057,0.0031,0.0074,0.0,0.9425,0.7675000000000001,38.3675,-92.477244
,,,Missouri,Cape Girardeau County,78871.0,38183.0,40688.0,19890.0,31345.0,14133.0,13503.0,0.0233,0.0005,0.0171,0.0736,0.0004,0.8595,0.6640999999999999,38.3675,-92.477244
,,,Missouri,Carroll County,8679.0,4211.0,4468.0,2138.0,2888.0,1736.0,1917.0,0.0159,0.002,0.0049,0.0141,0.0,0.9472,0.6800999999999999,38.3675,-92.477244
,,,Missouri,Carter County,5982.0,2899.0,3083.0,1506.0,1950.0,1276.0,1250.0,0.0257,0.0011,0.0,0.0007,0.0,0.9619,0.8055,38.3675,-92.477244
,,,Missouri,Cass County,105780.0,51584.0,54196.0,27540.0,38331.0,21575.0,18334.0,0.0438,0.005,0.0077,0.0398,0.0013,0.8797,0.7234,38.3675,-92.477244
,,,Missouri,Cedar County,14349.0,7139.0,7210.0,3771.0,4272.0,2903.0,3403.0,0.0226,0.0027,0.0021,0.0005,0.0,0.9455,0.8551,38.3675,-92.477244
,,,Missouri,Chariton County,7426.0,3704.0,3722.0,1855.0,2185.0,1581.0,1805.0,0.0053,0.0004,0.0,0.0255,0.0,0.9496,0.7548,38.3675,-92.477244
,,,Missouri,Christian County,88595.0,43435.0,45160.0,24096.0,33791.0,16483.0,14225.0,0.0295,0.003,0.0057,0.0069,0.0,0.9334,0.8019000000000001,38.3675,-92.477244
,,,Missouri,Clark County,6797.0,3478.0,3319.0,1668.0,2173.0,1497.0,1459.0,0.006,0.0027,0.0102,0.0031,0.0,0.9692,0.8340000000000001,38.3675,-92.477244
,,,Missouri,Clay County,249948.0,122611.0,127337.0,65268.0,102272.0,46316.0,36092.0,0.068,0.0035,0.0216,0.0596,0.0021,0.8112,0.6582,38.3675,-92.477244
,,,Missouri,Clinton County,20387.0,10187.0,10200.0,5186.0,7093.0,4405.0,3703.0,0.0214,0.003,0.0066,0.0151,0.0004,0.9372,0.7815,38.3675,-92.477244
,,,Missouri,Cole County,76745.0,38745.0,38000.0,18919.0,29588.0,14947.0,13291.0,0.0284,0.0035,0.0153,0.1166,0.0001,0.816,0.5951000000000001,38.3675,-92.477244
,,,Missouri,Cooper County,17709.0,9233.0,8476.0,4266.0,6783.0,3414.0,3246.0,0.0199,0.0041,0.004,0.057,0.0019,0.8778,0.7131,38.3675,-92.477244
,,,Missouri,Crawford County,23920.0,11885.0,12035.0,5876.0,8029.0,5207.0,4808.0,0.0201,0.0004,0.0021,0.0037,0.0,0.9516,0.8577,38.3675,-92.477244
,,,Missouri,Dade County,7561.0,3861.0,3700.0,1734.0,2337.0,1685.0,1805.0,0.0214,0.0094,0.0084,0.0036,0.0003,0.9371,0.7769,38.3675,-92.477244
,,,Missouri,Dallas County,16878.0,8358.0,8520.0,4327.0,5370.0,3674.0,3507.0,0.0209,0.0124,0.0055,0.0003,0.0,0.9456,0.8379,38.3675,-92.477244
,,,Missouri,Daviess County,8278.0,4157.0,4121.0,2290.0,2632.0,1605.0,1751.0,0.0157,0.0055,0.0018,0.006,0.0011,0.9593,0.7929,38.3675,-92.477244
,,,Missouri,DeKalb County,12547.0,7848.0,4699.0,2367.0,5644.0,2458.0,2078.0,0.0259,0.0079,0.0053,0.0894,0.0028,0.8381,0.7647,38.3675,-92.477244
,,,Missouri,Dent County,15573.0,7767.0,7806.0,3771.0,4962.0,3362.0,3478.0,0.0176,0.0064,0.0025,0.0041,0.0,0.9431,0.8224,38.3675,-92.477244
,,,Missouri,Douglas County,13185.0,6612.0,6573.0,3134.0,3881.0,2887.0,3283.0,0.0086,0.005,0.0008,0.0023,0.0,0.98,0.8943,38.3675,-92.477244
,,,Missouri,Dunklin County,29131.0,13959.0,15172.0,8094.0,9854.0,5703.0,5480.0,0.0663,0.0017,0.0059,0.1022,0.0,0.8037,0.6839,38.3675,-92.477244
,,,Missouri,Franklin County,103967.0,51617.0,52350.0,25656.0,36522.0,23057.0,18732.0,0.0174,0.0019,0.005,0.0072,0.0001,0.9502,0.8104,38.3675,-92.477244
,,,Missouri,Gasconade County,14706.0,7349.0,7357.0,3327.0,4670.0,3313.0,3396.0,0.0143,0.0048,0.0034,0.0041,0.0,0.9591,0.7234,38.3675,-92.477244
,,,Missouri,Gentry County,6571.0,3169.0,3402.0,1787.0,2177.0,1300.0,1307.0,0.0162,0.0029,0.0054,0.0059,0.0006,0.9595,0.6970000000000001,38.3675,-92.477244
,,,Missouri,Greene County,293086.0,142417.0,150669.0,70020.0,123092.0,50869.0,49105.0,0.0372,0.0051,0.0203,0.0324,0.0004,0.8753,0.7426,38.3675,-92.477244
,,,Missouri,Grundy County,9850.0,4790.0,5060.0,2627.0,3110.0,1910.0,2203.0,0.0244,0.0056,0.0064,0.0028,0.0005,0.9407,0.7613,38.3675,-92.477244
,,,Missouri,Harrison County,8352.0,4139.0,4213.0,2204.0,2582.0,1661.0,1905.0,0.023,0.0067,0.002,0.0052,0.0004,0.9514,0.7277,38.3675,-92.477244
,,,Missouri,Henry County,21824.0,10741.0,11083.0,5216.0,7133.0,4648.0,4827.0,0.0246,0.004,0.0042,0.0126,0.0001,0.9352,0.7505,38.3675,-92.477244
,,,Missouri,Hickory County,9544.0,4723.0,4821.0,1758.0,2344.0,2267.0,3175.0,0.0174,0.0162,0.0027,0.0003,0.0,0.9478,0.7804,38.3675,-92.477244
,,,Missouri,Holt County,4403.0,2159.0,2244.0,963.0,1313.0,973.0,1154.0,0.0106,0.0099,0.0065,0.0106,0.0005,0.9583,0.6929,38.3675,-92.477244
,,,Missouri,Howard County,10001.0,5013.0,4988.0,2620.0,3444.0,1969.0,1968.0,0.0157,0.0083,0.0036,0.0583,0.0,0.9055,0.6880999999999999,38.3675,-92.477244
,,,Missouri,Howell County,40117.0,19530.0,20587.0,10450.0,13891.0,7714.0,8062.0,0.0213,0.0117,0.0065,0.0022,0.0,0.9428,0.8383,38.3675,-92.477244
,,,Missouri,Iron County,10125.0,5048.0,5077.0,2310.0,3366.0,2234.0,2215.0,0.0178,0.0054,0.0027,0.0111,0.0006,0.9436,0.8074,38.3675,-92.477244
,,,Missouri,Jackson County,703011.0,339932.0,363079.0,179524.0,283089.0,132267.0,108131.0,0.0898,0.003,0.0181,0.2314,0.0031,0.6219,0.4706,38.3675,-92.477244
,,,Missouri,Jasper County,121328.0,59280.0,62048.0,33113.0,47421.0,21422.0,19372.0,0.0804,0.013000000000000001,0.0113,0.0183,0.0013,0.8417,0.7037,38.3675,-92.477244
,,,Missouri,Jefferson County,225081.0,111762.0,113319.0,56269.0,85199.0,48618.0,34995.0,0.0196,0.0025,0.0081,0.0094,0.0001,0.9441,0.8373,38.3675,-92.477244
,,,Missouri,Johnson County,54062.0,27652.0,26410.0,14222.0,24270.0,8601.0,6969.0,0.0439,0.004,0.0168,0.0428,0.0029,0.8576,0.7465999999999999,38.3675,-92.477244
,,,Missouri,Knox County,3959.0,1981.0,1978.0,1025.0,1217.0,840.0,877.0,0.0109,0.0,0.0061,0.0046,0.0005,0.9620000000000001,0.7249,38.3675,-92.477244
,,,Missouri,Laclede County,35723.0,17590.0,18133.0,9606.0,12547.0,7219.0,6351.0,0.0245,0.0075,0.0037,0.0058,0.0001,0.9311,0.8154,38.3675,-92.477244
,,,Missouri,Lafayette County,32708.0,16228.0,16480.0,8249.0,11397.0,6868.0,6194.0,0.0289,0.0024,0.0053,0.022000000000000002,0.0023,0.9197,0.7501,38.3675,-92.477244
,,,Missouri,Lawrence County,38355.0,19054.0,19301.0,10633.0,13161.0,7486.0,7075.0,0.0745,0.0082,0.0004,0.0048,0.0016,0.8909999999999999,0.8065,38.3675,-92.477244
,,,Missouri,Lewis County,9776.0,4912.0,4864.0,2512.0,3461.0,1968.0,1835.0,0.0047,0.0077,0.0,0.0421,0.0024,0.9262,0.7421,38.3675,-92.477244
,,,Missouri,Lincoln County,59013.0,29513.0,29500.0,16265.0,22561.0,12113.0,8074.0,0.0248,0.0032,0.0028,0.0191,0.0002,0.9303,0.8299,38.3675,-92.477244
,,,Missouri,Linn County,11920.0,5808.0,6112.0,3031.0,3903.0,2438.0,2548.0,0.0242,0.0026,0.0035,0.0047,0.0007,0.9482,0.7273000000000001,38.3675,-92.477244
,,,Missouri,Livingston County,15227.0,6643.0,8584.0,3453.0,6012.0,2791.0,2971.0,0.0184,0.0056,0.0062,0.0253,0.0011,0.9236,0.7154,38.3675,-92.477244
,,,Missouri,McDonald County,22837.0,11543.0,11294.0,6381.0,8157.0,4738.0,3561.0,0.1158,0.0264,0.0151,0.0182,0.0222,0.7727,0.6913,38.3675,-92.477244
,,,Missouri,Macon County,15117.0,7471.0,7646.0,3779.0,4856.0,3038.0,3444.0,0.015,0.0066,0.0062,0.0195,0.0002,0.9359999999999999,0.7625,38.3675,-92.477244
,,,Missouri,Madison County,12088.0,5925.0,6163.0,3027.0,4156.0,2534.0,2371.0,0.0236,0.0021,0.0057,0.0076,0.0,0.9464,0.815,38.3675,-92.477244
,,,Missouri,Maries County,8697.0,4361.0,4336.0,1919.0,2871.0,1991.0,1916.0,0.0128,0.0102,0.0103,0.003,0.0,0.9546,0.7967,38.3675,-92.477244
,,,Missouri,Marion County,28530.0,13877.0,14653.0,7369.0,10404.0,5529.0,5228.0,0.0178,0.0043,0.0065,0.0374,0.0011,0.9004,0.7269,38.3675,-92.477244
,,,Missouri,Mercer County,3617.0,1824.0,1793.0,947.0,1096.0,760.0,814.0,0.0231,0.0,0.0047,0.0055,0.0,0.9575,0.7577,38.3675,-92.477244
,,,Missouri,Miller County,25619.0,12795.0,12824.0,6525.0,8854.0,5230.0,5010.0,0.0194,0.0124,0.0048,0.0025,0.0,0.9483,0.8149,38.3675,-92.477244
,,,Missouri,Mississippi County,13180.0,7132.0,6048.0,3030.0,5196.0,2561.0,2393.0,0.0218,0.0085,0.0007,0.2441,0.0004,0.7147,0.5475,38.3675,-92.477244
